episode 933 completed, total reward = 420
episode 934 completed, total reward = 450
episode 935 completed, total reward = 390
episode 936 completed, total reward = 415
episode 937 completed, total reward = 375
episode 938 completed, total reward = 405
episode 939 completed, total reward = -150
episode 940 completed, total reward = 450
episode 941 completed, total reward = 435
episode 942 completed, total reward = -150
episode 943 completed, total reward = 420
episode 944 completed, total reward = 415
episode 945 completed, total reward = 430
episode 946 completed, total reward = 440
episode 947 completed, total reward = 415
episode 948 completed, total reward = 435
episode 949 completed, total reward = 400
episode 950 completed, total reward = 445
episode 951 completed, total reward = 420
episode 952 completed, total reward = -150
episode 953 completed, total reward = 420
episode 954 completed, total reward = 425
episode 955 completed, total reward = 445
episode 956 completed, total reward = -150
episode 957 completed, total reward = 410
episode 958 completed, total reward = -150
episode 959 completed, total reward = 435
episode 960 completed, total reward = 410
episode 961 completed, total reward = 405
episode 962 completed, total reward = 450
episode 963 completed, total reward = -150
episode 964 completed, total reward = 355
episode 965 completed, total reward = -150
episode 966 completed, total reward = 365
episode 967 completed, total reward = -150
episode 968 completed, total reward = 375
episode 969 completed, total reward = -150
episode 970 completed, total reward = 445
episode 971 completed, total reward = 410
episode 972 completed, total reward = 395
episode 973 completed, total reward = 450
episode 974 completed, total reward = -150
episode 975 completed, total reward = -150
episode 976 completed, total reward = 430
episode 977 completed, total reward = -150
episode 978 completed, total reward = 405
episode 979 completed, total reward = 405
episode 980 completed, total reward = 455
episode 981 completed, total reward = 460
episode 982 completed, total reward = 430
episode 983 completed, total reward = -150
episode 984 completed, total reward = 425
episode 985 completed, total reward = 375
episode 986 completed, total reward = 365
episode 987 completed, total reward = 405
episode 988 completed, total reward = 420
episode 989 completed, total reward = 365
episode 990 completed, total reward = 455
episode 991 completed, total reward = 390
episode 992 completed, total reward = 425
episode 993 completed, total reward = 455
episode 994 completed, total reward = 410
episode 995 completed, total reward = 435
episode 996 completed, total reward = 410
episode 997 completed, total reward = 415
episode 998 completed, total reward = -150
episode 999 completed, total reward = 355
episode 1000 completed, total reward = -150
episode 1001 completed, total reward = -150
episode 1002 completed, total reward = 420
episode 1003 completed, total reward = 445
episode 1004 completed, total reward = 420
episode 1005 completed, total reward = 425
episode 1006 completed, total reward = -150
episode 1007 completed, total reward = 415
episode 1008 completed, total reward = 445
episode 1009 completed, total reward = 370
episode 1010 completed, total reward = 415
episode 1011 completed, total reward = 420
episode 1012 completed, total reward = -150
episode 1013 completed, total reward = 460
episode 1014 completed, total reward = 415
episode 1015 completed, total reward = -150
episode 1016 completed, total reward = 445
episode 1017 completed, total reward = 420
episode 1018 completed, total reward = 415
episode 1019 completed, total reward = 445
episode 1020 completed, total reward = 375
episode 1021 completed, total reward = 465
episode 1022 completed, total reward = -150
episode 1023 completed, total reward = -150
episode 1024 completed, total reward = 420
episode 1025 completed, total reward = 420
episode 1026 completed, total reward = -150
episode 1027 completed, total reward = 375
episode 1028 completed, total reward = 430
episode 1029 completed, total reward = 380
episode 1030 completed, total reward = 370
episode 1031 completed, total reward = 440
episode 1032 completed, total reward = 435
episode 1033 completed, total reward = 395
episode 1034 completed, total reward = 435
episode 1035 completed, total reward = -150
episode 1036 completed, total reward = 400
episode 1037 completed, total reward = 390
episode 1038 completed, total reward = 400
episode 1039 completed, total reward = 420
episode 1040 completed, total reward = 365
episode 1041 completed, total reward = 360
episode 1042 completed, total reward = 390
episode 1043 completed, total reward = 465
episode 1044 completed, total reward = 390
episode 1045 completed, total reward = 385
episode 1046 completed, total reward = 460
episode 1047 completed, total reward = -150
episode 1048 completed, total reward = 435
episode 1049 completed, total reward = 400
episode 1050 completed, total reward = -150
episode 1051 completed, total reward = 425
episode 1052 completed, total reward = 360
episode 1053 completed, total reward = 360
episode 1054 completed, total reward = -150
episode 1055 completed, total reward = 415
episode 1056 completed, total reward = 355
episode 1057 completed, total reward = 420
episode 1058 completed, total reward = 420
episode 1059 completed, total reward = 405
episode 1060 completed, total reward = 390
episode 1061 completed, total reward = 395
episode 1062 completed, total reward = 445
episode 1063 completed, total reward = 410
episode 1064 completed, total reward = 415
episode 1065 completed, total reward = -150
episode 1066 completed, total reward = 435
episode 1067 completed, total reward = 435
episode 1068 completed, total reward = 460
episode 1069 completed, total reward = 355
episode 1070 completed, total reward = 390
episode 1071 completed, total reward = 385
episode 1072 completed, total reward = 455
episode 1073 completed, total reward = 425
episode 1074 completed, total reward = 400
episode 1075 completed, total reward = 455
episode 1076 completed, total reward = 440
episode 1077 completed, total reward = 395
episode 1078 completed, total reward = 405
episode 1079 completed, total reward = 470
episode 1080 completed, total reward = -150
episode 1081 completed, total reward = -150
episode 1082 completed, total reward = -150
episode 1083 completed, total reward = -150
episode 1084 completed, total reward = 465
episode 1085 completed, total reward = 375
episode 1086 completed, total reward = 435
episode 1087 completed, total reward = 380
episode 1088 completed, total reward = 400
episode 1089 completed, total reward = 450
episode 1090 completed, total reward = -150
episode 1091 completed, total reward = 410
episode 1092 completed, total reward = 430
episode 1093 completed, total reward = 380
episode 1094 completed, total reward = 360
episode 1095 completed, total reward = 405
episode 1096 completed, total reward = -150
episode 1097 completed, total reward = 470
episode 1098 completed, total reward = -150
episode 1099 completed, total reward = 455
episode 1100 completed, total reward = 410
episode 1101 completed, total reward = -150
episode 1102 completed, total reward = 435
episode 1103 completed, total reward = -150
episode 1104 completed, total reward = 430
episode 1105 completed, total reward = 365
episode 1106 completed, total reward = -150
episode 1107 completed, total reward = 435
episode 1108 completed, total reward = 420
episode 1109 completed, total reward = 385
episode 1110 completed, total reward = 400
episode 1111 completed, total reward = 430
episode 1112 completed, total reward = 365
episode 1113 completed, total reward = 365
episode 1114 completed, total reward = 450
episode 1115 completed, total reward = 460
episode 1116 completed, total reward = 400
episode 1117 completed, total reward = 370
episode 1118 completed, total reward = 445
episode 1119 completed, total reward = 410
episode 1120 completed, total reward = 400
episode 1121 completed, total reward = 465
episode 1122 completed, total reward = 405
episode 1123 completed, total reward = 445
episode 1124 completed, total reward = 375
episode 1125 completed, total reward = 385
episode 1126 completed, total reward = 385
episode 1127 completed, total reward = 445
episode 1128 completed, total reward = 440
episode 1129 completed, total reward = 405
episode 1130 completed, total reward = 375
episode 1131 completed, total reward = 435
episode 1132 completed, total reward = 425
episode 1133 completed, total reward = 410
episode 1134 completed, total reward = 430
episode 1135 completed, total reward = 385
episode 1136 completed, total reward = -150
episode 1137 completed, total reward = 405
episode 1138 completed, total reward = -150
